GeneID	Name	ProteinID	LFC_2hpf/Egg	LFC_4hpf/Egg	LFC_6hpf/Egg	LFC_8hpf/Egg	LFC_24hpf/Egg	Padj_2hpf/Egg	Padj_4hpf/Egg	Padj_6hpf/Egg	Padj_8hpf/Egg	Padj_24hpf/Egg	Gene_name	Gene_stable_ID	Transcript_stable_ID	Protein_stable_ID	Transcript_name	Gene_Synonym	Gene_type	Gene_description
ENSDARG00000014015	pdia7	ENSDARP00000023877	0.697017424484407	1.28684026579985	1.09835288137973	0.431778950836431	1.18849329530198	0.232297969476137	0.0112750235669948	0.0167555839196876	0.312328561305884	0.00676188198799148	pdia7	ENSDARG00000014015	ENSDART00000018504	ENSDARP00000023877	pdia7-201		protein_coding	protein_disulfide_isomerase_family_A,_member_7_[Source:ZFIN;Acc:ZDB-GENE-040426-2238]
ENSDARG00000074727	dnajc10	ENSDARP00000103524	1.37653600537335	2.19277107197565	2.10531466836862	1.36395297807177	3.08427721774628	0.236685256169213	0.0256302730765909	0.0201149888267385	0.111748903954995	0.00116316346356046	dnajc10	ENSDARG00000074727	ENSDART00000110697	ENSDARP00000103524	dnajc10-201		protein_coding	DnaJ_(Hsp40)_homolog,_subfamily_C,_member_10_[Source:ZFIN;Acc:ZDB-GENE-070327-1]
ENSDARG00000056128	fastkd1	ENSDARP00000118274	1.15489480078374	-0.0250421809928714	-1.16100231488189	-0.623230236635829	-1.54569768263827	0.236685256169213	0.977061486321065	0.0992100151501945	0.381997169598225	0.0256901578588117	fastkd1	ENSDARG00000056128	ENSDART00000141405,ENSDART00000040229	ENSDARP00000118274,ENSDARP00000040228	fastkd1-202,fastkd1-201		protein_coding	FAST_kinase_domains_1_[Source:ZFIN;Acc:ZDB-GENE-040426-1833]
ENSDARG00000003206	chchd6a	ENSDARP00000143276	-0.732638852124161	-1.03882358050553	-1.00042436201038	-0.639113957936843	-1.21333786442178	0.236731380399294	0.0450803595995964	0.0329462331881201	0.158992132297719	0.00844035351422009	chchd6a	ENSDARG00000003206	ENSDART00000138142,ENSDART00000176139,ENSDART00000123925,ENSDART00000143933,ENSDART00000143339,ENSDART00000140977	,ENSDARP00000143276,ENSDARP00000112370,ENSDARP00000116560	chchd6a-202,chchd6a-206,chchd6a-201,chchd6a-205,chchd6a-204,chchd6a-203		protein_coding	coiled-coil-helix-coiled-coil-helix_domain_containing_6a_[Source:ZFIN;Acc:ZDB-GENE-040930-2]
ENSDARG00000018461	zgc:56095	ENSDARP00000151682	0.389742609873704	0.606838205818214	0.908290757309231	0.950221860041268	0.507936206796131	0.237619935963038	0.0291439681711756	0.00172762150443273	0.00120765233071861	0.0293768587762468	zgc:56095	ENSDARG00000018461	ENSDART00000189956,ENSDART00000193229,ENSDART00000009687	ENSDARP00000151682,ENSDARP00000151034,ENSDARP00000011510	zgc:56095-202,zgc:56095-203,zgc:56095-201		protein_coding	zgc:56095_[Source:ZFIN;Acc:ZDB-GENE-040426-1948]
ENSDARG00000044540	fkbp2	ENSDARP00000065396	1.51594720646401	1.09552463244899	1.49672893911501	0.952665370946834	2.18047552467008	0.237675713158877	0.297746672007467	0.106018425271732	0.310849879090945	0.0184990718451445	fkbp2	ENSDARG00000044540	ENSDART00000065397	ENSDARP00000065396	fkbp2-201		protein_coding	FKBP_prolyl_isomerase_2_[Source:ZFIN;Acc:ZDB-GENE-040912-126]
ENSDARG00000058451	rpl6	ENSDARP00000107457	1.23591555673415	2.04797591361111	3.0100388049591	3.09744552496179	4.61229239537868	0.237789843190604	0.0216544943092411	0.0012617207370745	0.000979017422915758	1.56249560160955e-05	rpl6	ENSDARG00000058451	ENSDART00000125124,ENSDART00000171559,ENSDART00000101125	ENSDARP00000107457,ENSDARP00000136100,ENSDARP00000091899	rpl6-202,rpl6-203,rpl6-201		protein_coding	ribosomal_protein_L6_[Source:ZFIN;Acc:ZDB-GENE-030131-8671]
ENSDARG00000086746	prodha	ENSDARP00000085764	1.38309520437106	0.216564097204376	0.359117648035589	0.183768499828631	2.62602487312631	0.23916512501337	0.816926187887888	0.664058928999707	0.837902308024827	0.00383497154943373	prodha	ENSDARG00000086746	ENSDART00000151370,ENSDART00000151281,ENSDART00000091331	ENSDARP00000126280,,ENSDARP00000085764	prodha-203,prodha-202,prodha-201		protein_coding	proline_dehydrogenase_(oxidase)_1a_[Source:ZFIN;Acc:ZDB-GENE-041008-73]
ENSDARG00000067717	tomm7	ENSDARP00000088302	-2.97371472713053	-1.46971317393963	-1.49231958861648	-1.95989013092793	-4.46651912787166	0.24253903653671	0.487021224705941	0.401342684247305	0.29161509143571	0.0154222944639676	tomm7	ENSDARG00000067717	ENSDART00000097531,ENSDART00000160533	ENSDARP00000088302,ENSDARP00000135944	tomm7-201,tomm7-202		protein_coding	translocase_of_outer_mitochondrial_membrane_7_homolog_(yeast)_[Source:ZFIN;Acc:ZDB-GENE-060825-115]
ENSDARG00000098589	cyb5a	ENSDARP00000140832	2.01404580350185	2.69947675539446	2.66916978537951	2.10415596455568	2.91453488080051	0.244805282329302	0.0616292757834857	0.0394020899851751	0.0995289817386216	0.0189608201191282	cyb5a	ENSDARG00000098589	ENSDART00000165290	ENSDARP00000140832	cyb5a-201		protein_coding	cytochrome_b5_type_A_(microsomal)_[Source:ZFIN;Acc:ZDB-GENE-040426-2148]
ENSDARG00000040803	lactb	NP_001018429	-0.510359142514364	-0.475004037314278	-0.858620445548173	-0.581158399267871	-1.00657598576818	0.245499979277117	0.188151645944706	0.0134863940138576	0.075890099241104	0.00317029614053168	lactb	ENSDARG00000040803	ENSDART00000059800	ENSDARP00000059799	lactb-201		protein_coding	lactamase,_beta_[Source:ZFIN;Acc:ZDB-GENE-020111-1]
ENSDARG00000045888	acat1	ENSDARP00000133230	-0.392992287536863	-0.346093948287248	-0.510316574516313	-0.407565766356786	-0.62861113097194	0.250499282761009	0.214989650792619	0.0441979595968214	0.104511045755715	0.0116563274576611	acat1	ENSDARG00000045888	ENSDART00000170182	ENSDARP00000133230	acat1-201		protein_coding	acetyl-CoA_acetyltransferase_1_[Source:ZFIN;Acc:ZDB-GENE-040808-68]
ENSDARG00000076464	lamtor1	ENSDARP00000103059	1.00690910118209	1.19141362967589	2.1319732363183	1.36104911933052	1.70868008231866	0.253023571200467	0.101865493882303	0.00384373522510021	0.0413068190903905	0.0086339058282676	lamtor1	ENSDARG00000076464	ENSDART00000110112	ENSDARP00000103059	lamtor1-201		protein_coding	late_endosomal/lysosomal_adaptor,_MAPK_and_MTOR_activator_1_[Source:ZFIN;Acc:ZDB-GENE-130819-1]
ENSDARG00000077549	aifm2	ENSDARP00000097988	-1.820798644543	-1.48205901187807	-1.66439718335556	-1.00653860595857	0.470445040902375	0.254757655954136	0.253935574573144	0.141401651858699	0.384807292173658	0.657351723335915	aifm2	ENSDARG00000077549	ENSDART00000109434,ENSDART00000184238	ENSDARP00000097988,ENSDARP00000154365	aifm2-201,aifm2-202		protein_coding	apoptosis_inducing_factor_mitochondria_associated_2_[Source:ZFIN;Acc:ZDB-GENE-050506-76]
ENSDARG00000060564	slc25a21	ENSDARP00000079916	-0.820203186678775	-0.520462644382473	-0.675553502095966	-1.04339335037727	-1.37533200395534	0.255497678860023	0.376120811154372	0.183301223645342	0.053685453681133	0.00947521571123819	slc25a21	ENSDARG00000060564	ENSDART00000085481	ENSDARP00000079916	slc25a21-201		protein_coding	solute_carrier_family_25_member_21_[Source:ZFIN;Acc:ZDB-GENE-060929-664]
ENSDARG00000015866	apoa2	ENSDARP00000058963	0.641106914062597	0.21656409720438	0.359117648035593	0.183768499828634	6.47021755904297	0.256674684696472	0.637364661817387	0.361333940205915	0.659465675533608	6.34581777501552e-10	apoa2	ENSDARG00000015866	ENSDART00000058964,ENSDART00000135084,ENSDART00000132689	ENSDARP00000058963,ENSDARP00000120304,	apoa2-201,apoa2-203,apoa2-202		protein_coding	apolipoprotein_A-II_[Source:ZFIN;Acc:ZDB-GENE-030131-1046]
ENSDARG00000008243	cct8	ENSDARP00000135440	1.05567398613427	1.8869481169093	3.71718184905303	3.32162669797983	4.06981203202549	0.256674684696472	0.0171066979475655	8.02647824131301e-05	0.000188897196476173	1.57096549731373e-05	cct8	ENSDARG00000008243	ENSDART00000166348,ENSDART00000009477	ENSDARP00000135440,ENSDARP00000003468	cct8-202,cct8-201		protein_coding	chaperonin_containing_TCP1,_subunit_8_(theta)_[Source:ZFIN;Acc:ZDB-GENE-040426-876]
ENSDARG00000015228	ero1a	ENSDARP00000015478	1.72921443819285	1.87006207737055	1.91912241286871	1.8657260586072	2.22368872489687	0.256674684696472	0.135825378083176	0.0819680738933467	0.0971077454954813	0.0367431805721472	ero1a	ENSDARG00000015228	ENSDART00000168332,ENSDART00000142941,ENSDART00000012877,ENSDART00000109190	ENSDARP00000133796,ENSDARP00000117586,ENSDARP00000015478,ENSDARP00000098934	ero1a-204,ero1a-203,ero1a-201,ero1a-202		protein_coding	endoplasmic_reticulum_oxidoreductase_1_alpha_[Source:ZFIN;Acc:ZDB-GENE-040426-1312]
ENSDARG00000076780	acadsb	ENSDARP00000102708	-0.316716862773578	-0.211772191593354	-0.468766650850096	-0.434230614406573	-0.742713435355519	0.256674684696472	0.353250632347167	0.027618541284454	0.0405960814809448	0.00111412570777434	acadsb	ENSDARG00000076780	ENSDART00000112479,ENSDART00000189407,ENSDART00000148491	ENSDARP00000102708,ENSDARP00000146966,ENSDARP00000124406	acadsb-201,acadsb-203,acadsb-202		protein_coding	acyl-CoA_dehydrogenase_short/branched_chain_[Source:ZFIN;Acc:ZDB-GENE-070410-109]
ENSDARG00000097057	fxyd6l	XP_005158189	1.22627187080515	1.80780276840278	3.36984719278088	3.71410944601154	5.91640135495694	0.257124447623228	0.0452609199656125	0.000695670371058053	0.000276646018281563	1.76353196767598e-06	fxyd6l	ENSDARG00000097057	ENSDART00000153987,ENSDART00000156519,ENSDART00000154319,ENSDART00000154787,ENSDART00000155614,ENSDART00000155983,ENSDART00000163305,ENSDART00000167121	ENSDARP00000127812,ENSDARP00000127694,ENSDARP00000128463,ENSDARP00000128078,ENSDARP00000128932,ENSDARP00000127704,ENSDARP00000137971,ENSDARP00000131393	fxyd6l-201,fxyd6l-206,fxyd6l-202,fxyd6l-203,fxyd6l-204,fxyd6l-205,fxyd6l-207,fxyd6l-208		protein_coding	FXYD_domain_containing_ion_transport_regulator_6_like_[Source:ZFIN;Acc:ZDB-GENE-071205-8]
ENSDARG00000043453	rps5	ENSDARP00000063788	1.426394202698	2.38813385764806	3.39978466987593	3.62530012008694	4.43522515483612	0.257932661537179	0.0247353582152479	0.00193421792036132	0.00119421005536653	0.000119359918164335	rps5	ENSDARG00000043453	ENSDART00000063789,ENSDART00000146054	ENSDARP00000063788,ENSDARP00000123493	rps5-201,rps5-202		protein_coding	ribosomal_protein_S5_[Source:ZFIN;Acc:ZDB-GENE-020419-12]
ENSDARG00000027424	slc25a3a	XP_005164785	3.00866958605855	1.74802348448214	3.04662919531848	1.22471814520743	-0.0456328107874864	0.259909085607208	0.425296512932308	0.111115916350749	0.535796364424745	0.978301182240261	slc25a3a	ENSDARG00000027424	ENSDART00000125743,ENSDART00000164570	ENSDARP00000111699,ENSDARP00000140665	slc25a3a-201,slc25a3a-202		protein_coding	solute_carrier_family_25_member_3a_[Source:ZFIN;Acc:ZDB-GENE-040426-1673]
ENSDARG00000045814	samm50	ENSDARP00000095193	-0.25491828523608	-0.29427084459585	-0.442617615159556	-0.695158203608205	-1.11387489147175	0.264074191646617	0.116907259467995	0.0136748947677603	0.000727870202019451	5.42378702998259e-06	samm50	ENSDARG00000045814	ENSDART00000104420	ENSDARP00000095193	samm50-201		protein_coding	SAMM50_sorting_and_assembly_machinery_component_[Source:ZFIN;Acc:ZDB-GENE-040426-806]
ENSDARG00000035608	pgam5	ENSDARP00000051620	-0.412407264801846	-0.476615884823453	-0.590725248585866	-0.468968817001254	-0.466449775558093	0.267985211079495	0.118014397208991	0.0339543497208121	0.0865712711184112	0.0652077614448392	pgam5	ENSDARG00000035608	ENSDART00000051621	ENSDARP00000051620	pgam5-201		protein_coding	PGAM_family_member_5,_serine/threonine_protein_phosphatase,_mitochondrial_[Source:ZFIN;Acc:ZDB-GENE-030131-683]
ENSDARG00000037852	zgc:101663	ENSDARP00000055147	1.4013692860735	2.67236240048791	2.41555642998694	2.48613748683328	2.63489235747204	0.268120781924392	0.0132908662958603	0.0146979589884553	0.0138344293933391	0.00552919613598164	zgc:101663	ENSDARG00000037852	ENSDART00000055148,ENSDART00000114000	ENSDARP00000055147,ENSDARP00000101204	zgc:101663-201,zgc:101663-202		protein_coding	zgc:101663_[Source:ZFIN;Acc:ZDB-GENE-041114-149]
ENSDARG00000001734	fkbp8	ENSDARP00000000956	0.880361144513415	0.714798051005893	0.632280818173435	0.743497573860083	0.20328544442885	0.268946813893821	0.267797102191273	0.254005124534884	0.198026656719116	0.697797919025285	fkbp8	ENSDARG00000001734	ENSDART00000002029	ENSDARP00000000956	fkbp8-201		protein_coding	FKBP_prolyl_isomerase_8_[Source:ZFIN;Acc:ZDB-GENE-040426-1849]
ENSDARG00000007285	mrpl57	ENSDARP00000119580	-0.467843310350652	-1.14026721079292	-0.449472130674376	-0.211067490992313	-0.848761689959449	0.270372174972068	0.00316611653293793	0.133435065745959	0.496430215075727	0.00700335857207461	mrpl57	ENSDARG00000007285	ENSDART00000016608,ENSDART00000146503,ENSDART00000133402	ENSDARP00000002120,,ENSDARP00000119580	mrpl57-201,mrpl57-203,mrpl57-202		protein_coding	mitochondrial_ribosomal_protein_L57_[Source:ZFIN;Acc:ZDB-GENE-040426-1745]
ENSDARG00000041699	piwil1	ENSDARP00000061114	1.12231988917076	1.39395409533716	3.18438417573886	2.99718034004643	3.84472482826023	0.271328828770874	0.0968072780710638	0.000642195929053695	0.000933300217165371	6.05493053494111e-05	piwil1	ENSDARG00000041699	ENSDART00000132473,ENSDART00000144497,ENSDART00000133021,ENSDART00000061115,ENSDART00000132400,ENSDART00000138019	ENSDARP00000138811,ENSDARP00000137850,ENSDARP00000120179,ENSDARP00000061114,,ENSDARP00000121147	piwil1-203,piwil1-206,piwil1-204,piwil1-201,piwil1-202,piwil1-205		protein_coding	piwi-like_RNA-mediated_gene_silencing_1_[Source:ZFIN;Acc:ZDB-GENE-030813-2]
ENSDARG00000087640	nsfl1c	ENSDARP00000115283	1.30293159983662	1.67304719071523	2.36922441734184	2.95154952294464	3.5362216171565	0.272903495671687	0.087998760492415	0.01155342070756	0.0031967480272087	0.000437250785136354	nsfl1c	ENSDARG00000087640	ENSDART00000143065,ENSDART00000190245	ENSDARP00000115283,ENSDARP00000155350	nsfl1c-201,nsfl1c-202		protein_coding	NSFL1_(p97)_cofactor_(p47)_[Source:ZFIN;Acc:ZDB-GENE-041114-160]
ENSDARG00000069595	si:ch211-214c7	ENSDARP00000117940	1.36754177312143	0.950852873986769	0.633101959454327	1.61278809234759	1.67687906637767	0.272903495671687	0.347280045217388	0.463820766516638	0.0792289015251914	0.0497784162769059	prr36a	ENSDARG00000069595	ENSDART00000149116,ENSDART00000143363	ENSDARP00000124382,ENSDARP00000117940	prr36a-202,prr36a-201		protein_coding	proline_rich_36a_[Source:ZFIN;Acc:ZDB-GENE-030131-6275]
ENSDARG00000019881	bsg	ENSDARP00000130496	0.605171603621779	1.66058633211289	2.21220795147736	2.30934896807914	2.29567497857141	0.27353483045391	0.00143012960245246	7.58207816972831e-05	4.35960710492204e-05	2.39873193348597e-05	bsg	ENSDARG00000019881	ENSDART00000131131,ENSDART00000015951,ENSDART00000105392,ENSDART00000161598,ENSDART00000166650	ENSDARP00000107195,ENSDARP00000018579,ENSDARP00000096165,ENSDARP00000139566,ENSDARP00000130496	bsg-203,bsg-201,bsg-202,bsg-204,bsg-205		protein_coding	basigin_[Source:ZFIN;Acc:ZDB-GENE-030131-9638]
ENSDARG00000039649	mtif3	ENSDARP00000057955	-0.521456862658514	-0.92408397835333	-1.31087006099384	-1.02632573146922	-1.02173837351569	0.274473781880466	0.0213032619748161	0.00161053131167856	0.00814375327188762	0.0046211873699253	mtif3	ENSDARG00000039649	ENSDART00000144879	ENSDARP00000122353	mtif3-201		protein_coding	mitochondrial_translational_initiation_factor_3_[Source:ZFIN;Acc:ZDB-GENE-060228-1]
ENSDARG00000002298	ankrd22	ENSDARP00000012738	1.32356452632381	1.78181450441172	1.47510088944464	0.354327224729911	0.210098539588454	0.274509892464743	0.0750643862538438	0.088643885547673	0.691219970654642	0.790073251248864	ankrd22	ENSDARG00000002298	ENSDART00000028003	ENSDARP00000012738	ankrd22-201		protein_coding	ankyrin_repeat_domain_22_[Source:ZFIN;Acc:ZDB-GENE-040426-1120]
ENSDARG00000020621	ap1b1	XP_009299618	0.761611742292729	1.15432263044001	0.997839769904994	1.74600551049874	0.947656964515772	0.275690934454765	0.045614286213377	0.0511639083189595	0.00307497468282465	0.0479446881343197	ap1b1	ENSDARG00000020621	ENSDART00000137128,ENSDART00000140042,ENSDART00000182415,ENSDART00000190898	ENSDARP00000122116,ENSDARP00000116780,ENSDARP00000148745,ENSDARP00000155946	ap1b1-201,ap1b1-202,ap1b1-203,ap1b1-204		protein_coding	adaptor_related_protein_complex_1_subunit_beta_1_[Source:ZFIN;Acc:ZDB-GENE-061025-1]
ENSDARG00000074807	tbrg4	ENSDARP00000157208	-0.637440791678131	-1.44590797978133	-1.69472781691887	-0.98606789589252	-0.771864399321737	0.276976307638829	0.00553981630859546	0.00111804090848397	0.0281924511907085	0.0536933480810451	tbrg4	ENSDARG00000074807	ENSDART00000180804,ENSDART00000145991	ENSDARP00000157208,ENSDARP00000122165	tbrg4-202,tbrg4-201		protein_coding	transforming_growth_factor_beta_regulator_4_[Source:ZFIN;Acc:ZDB-GENE-091020-8]
ENSDARG00000041570	mrpl39	ENSDARP00000119574	-0.757146610500115	-0.984489282508051	-1.24464423763303	-1.14296551085284	-1.10469186717944	0.27729237689057	0.0871064181294182	0.0202680122053585	0.0315329207733506	0.0242354629909803	mrpl39	ENSDARG00000041570	ENSDART00000147633,ENSDART00000060944,ENSDART00000143526,ENSDART00000136011,ENSDART00000179731	ENSDARP00000119574,ENSDARP00000060943,,ENSDARP00000151560	mrpl39-204,mrpl39-201,mrpl39-203,mrpl39-202,mrpl39-205		protein_coding	mitochondrial_ribosomal_protein_L39_[Source:ZFIN;Acc:ZDB-GENE-030131-6520]
ENSDARG00000073705	rbfa	NP_001082954	-1.90651209858044	-1.50992521587105	-1.22957624592917	-0.220509325483118	-1.92500760403749	0.27729237689057	0.289804192920517	0.313477567975349	0.862544835359417	0.101758697519704	rbfa	ENSDARG00000073705	ENSDART00000132445	ENSDARP00000114038	rbfa-201		protein_coding	ribosome_binding_factor_A_[Source:ZFIN;Acc:ZDB-GENE-070410-83]
ENSDARG00000070437	rpl22	ENSDARP00000146022	0.987995550832487	1.27599130196927	1.86941032541028	1.08668920508808	3.1255608953145	0.27729237689057	0.0890976509271412	0.00975122946787881	0.102304305250099	0.000135753452695366	rpl22	ENSDARG00000070437	ENSDART00000103368,ENSDART00000132092,ENSDART00000183947,ENSDART00000125753	,ENSDARP00000146022,ENSDARP00000111487	rpl22-201,rpl22-203,rpl22-204,rpl22-202		protein_coding	ribosomal_protein_L22_[Source:ZFIN;Acc:ZDB-GENE-051113-276]
ENSDARG00000088463	CLPB	XP_009290275	-0.434683280165686	-0.895051728962189	-0.885366149281664	-0.424279657240266	-1.46722780423595	0.277417623184764	0.00974037757156846	0.00652414013048833	0.144277432008953	7.71091517125961e-05	CLPB	ENSDARG00000088463	ENSDART00000128224	ENSDARP00000110209	CLPB-201		protein_coding	ClpB_family_mitochondrial_disaggregase_[Source:HGNC_Symbol;Acc:HGNC:30664]
ENSDARG00000015709	hsd17b12a	ENSDARP00000141737	1.15148157372758	1.36416648988727	1.12833971697227	0.313580810680168	1.70934269572347	0.279863017356353	0.117097811976646	0.13293892111978	0.689190244014752	0.0228317198397178	hsd17b12a	ENSDARG00000015709	ENSDART00000005299,ENSDART00000141167,ENSDART00000140389	ENSDARP00000014003,	hsd17b12a-201,hsd17b12a-203,hsd17b12a-202		protein_coding	hydroxysteroid_(17-beta)_dehydrogenase_12a_[Source:ZFIN;Acc:ZDB-GENE-030131-5628]
ENSDARG00000008835	si:dkey-46g23	ENSDARP00000073345	1.42397178072302	0.68998823132992	0.866780657319449	0.98661524125259	-1.74014758834723	0.280545173499426	0.524229092740804	0.342125318626182	0.301071964346971	0.0533472431147655	si:dkey-46g23.5	ENSDARG00000008835	ENSDART00000021286,ENSDART00000078886	ENSDARP00000008576,ENSDARP00000073345	si:dkey-46g23.5-201,si:dkey-46g23.5-202		protein_coding	si:dkey-46g23.5_[Source:ZFIN;Acc:ZDB-GENE-030131-9306]
ENSDARG00000071449	fam234a	ENSDARP00000096423	1.595796266856	1.8223008148125	2.2000352268697	1.69465993232078	0.303126784813124	0.280545173499426	0.130468020290971	0.0436201942032418	0.115721282875655	0.754554044848719	fam234a	ENSDARG00000071449	ENSDART00000147080,ENSDART00000142522,ENSDART00000105646	,ENSDARP00000118151,ENSDARP00000096423	fam234a-203,fam234a-202,fam234a-201		protein_coding	family_with_sequence_similarity_234_member_A_[Source:ZFIN;Acc:ZDB-GENE-091204-17]
ENSDARG00000060978	atp2a3	ENSDARP00000154326	1.00502494931265	1.12692364618966	1.26947719702087	1.09412804881392	3.41974367817684	0.281501575033132	0.138511718693595	0.0609341800516524	0.107601364009754	7.67372562925857e-05	atp2a3	ENSDARG00000060978	ENSDART00000133432,ENSDART00000086443,ENSDART00000192271	ENSDARP00000121065,ENSDARP00000080878,ENSDARP00000154326	atp2a3-202,atp2a3-201,atp2a3-203		protein_coding	ATPase_sarcoplasmic/endoplasmic_reticulum_Ca2+_transporting_3_[Source:ZFIN;Acc:ZDB-GENE-060531-103]
ENSDARG00000030357	zgc:66313	ENSDARP00000112576	1.05169303308734	0.283312775991799	1.17515512827325	0.632525127701371	0.406711060946265	0.283809360085117	0.717057519351737	0.0928546490988504	0.372283692469299	0.526342134506196	amy2al1	ENSDARG00000030357	ENSDART00000142929,ENSDART00000148090,ENSDART00000132673,ENSDART00000134272,ENSDART00000145468,ENSDART00000133317,ENSDART00000140316,ENSDART00000133874,ENSDART00000167214	ENSDARP00000116065,ENSDARP00000118621,ENSDARP00000120480,ENSDARP00000112576,,ENSDARP00000122652,ENSDARP00000118615,ENSDARP00000137839	amy2al1-206,amy2al1-208,amy2al1-201,amy2al1-204,amy2al1-207,amy2al1-202,amy2al1-205,amy2al1-203,amy2al1-209		protein_coding	amylase_alpha_2A-like_1_[Source:ZFIN;Acc:ZDB-GENE-040426-1606]
ENSDARG00000018738	zw10	ENSDARP00000020574	1.0847524290126	1.5503338219189	1.20528154886276	0.428008886834013	0.61400125863994	0.283864700366677	0.0633355990075235	0.0948094802256078	0.561889910475297	0.353397190539122	zw10	ENSDARG00000018738	ENSDART00000016167,ENSDART00000145507	ENSDARP00000020574,	zw10-201,zw10-202		protein_coding	zw10_kinetochore_protein_[Source:ZFIN;Acc:ZDB-GENE-040426-800]
ENSDARG00000099236	sept10	ENSDARP00000139839	0.850132466961504	0.939571498530082	0.359117648035593	1.03174957093416	2.4265073280201	0.284310381868748	0.146729530161426	0.512568442199126	0.0774692679192889	0.000347501195828807	septin10	ENSDARG00000099236	ENSDART00000160980	ENSDARP00000139839	septin10-201		protein_coding	septin_10_[Source:ZFIN;Acc:ZDB-GENE-050417-3]
ENSDARG00000018124	psmd3	ENSDARP00000025779	1.12284370535626	1.8456808119458	3.81908187172828	4.43278934171663	4.98589216799244	0.285460886033518	0.0341372972571298	0.00016953343232842	3.93638948839814e-05	6.60153392446034e-06	psmd3	ENSDARG00000018124	ENSDART00000027158	ENSDARP00000025779	psmd3-201		protein_coding	proteasome_26S_subunit,_non-ATPase_3_[Source:ZFIN;Acc:ZDB-GENE-040426-1444]
ENSDARG00000029439	atp2a2a	ENSDARP00000113858	1.9144969763463	2.27473226362719	3.62882362463846	0.881064163471624	3.23942271419795	0.285654851186288	0.120179561443159	0.0104897979406001	0.499866463645806	0.0123474891111464	atp2a2a	ENSDARG00000029439	ENSDART00000042040,ENSDART00000145436,ENSDART00000146241	ENSDARP00000042039,ENSDARP00000112786,ENSDARP00000113858	atp2a2a-201,atp2a2a-202,atp2a2a-203		protein_coding	ATPase_sarcoplasmic/endoplasmic_reticulum_Ca2+_transporting_2a_[Source:ZFIN;Acc:ZDB-GENE-040426-702]
ENSDARG00000102736	sars2	ENSDARP00000132508	-0.498941959969834	-0.460043319947669	-0.504768284926747	-0.656720810066389	-0.930048147406865	0.287418488135998	0.224973336039377	0.126715299324178	0.058988097790221	0.00722945525285087	sars2	ENSDARG00000102736	ENSDART00000172482	ENSDARP00000140088	sars2-201		protein_coding	seryl-tRNA_synthetase_2,_mitochondrial_[Source:ZFIN;Acc:ZDB-GENE-040426-1616]
ENSDARG00000033973	mrps23	ENSDARP00000123077	-0.271031038588799	-0.288748698409893	-0.406967132679863	-0.489047098799507	-0.924287994601915	0.288855909893075	0.163429921966557	0.0329302670605553	0.0155399741309248	8.45257781983832e-05	mrps23	ENSDARG00000033973	ENSDART00000135632,ENSDART00000044452	ENSDARP00000123077,ENSDARP00000044451	mrps23-202,mrps23-201		protein_coding	mitochondrial_ribosomal_protein_S23_[Source:ZFIN;Acc:ZDB-GENE-040801-134]
ENSDARG00000020377	eif4g2a	ENSDARP00000017878	-0.530237050203542	0.33214250083959	1.05815758613634	1.33197253976588	1.45827520538151	0.288855909893075	0.412194141219595	0.00819726734225364	0.00191351945879687	0.000500097218150337	eif4g2a	ENSDARG00000020377	ENSDART00000027616	ENSDARP00000017878	eif4g2a-201		protein_coding	eukaryotic_translation_initiation_factor_4,_gamma_2a_[Source:ZFIN;Acc:ZDB-GENE-030131-2173]
ENSDARG00000061951	golgb1	XP_005164965	1.87859276558059	1.47710536822167	0.341278340133023	1.80118725754881	2.15389382330356	0.290433053477826	0.30123458881699	0.782736241538096	0.160332724753864	0.0720855885439653	ENSDARG00000061951	ENSDARG00000061951	ENSDART00000131402,ENSDART00000192781	ENSDARP00000122063,ENSDARP00000152707			protein_coding	
ENSDARG00000053457	rpl23	ENSDARP00000069977	1.38343585475128	2.5117571654566	3.65090411461276	3.59783576545829	5.37634926268828	0.290433053477826	0.0220238908334817	0.00140883641214647	0.00151592088723574	2.59980270426864e-05	rpl23	ENSDARG00000053457	ENSDART00000075495,ENSDART00000139146,ENSDART00000146294	ENSDARP00000069977,	rpl23-201,rpl23-202,rpl23-203		protein_coding	ribosomal_protein_L23_[Source:ZFIN;Acc:ZDB-GENE-030131-8756]
ENSDARG00000021324	nsun4	ENSDARP00000115280	1.23813111461409	-0.329028225166901	0.372017386089423	-0.123337341024222	0.426721019126241	0.290433053477826	0.723979630012684	0.645806881134681	0.883031088398861	0.578296879923353	nsun4	ENSDARG00000021324	ENSDART00000136018	ENSDARP00000115280	nsun4-201		protein_coding	NOP2/Sun_RNA_methyltransferase_4_[Source:ZFIN;Acc:ZDB-GENE-041212-77]
ENSDARG00000005926	ak2	ENSDARP00000010686	-0.220788198028334	-0.323134924878488	-0.46919406116567	-0.444920983254981	-0.659074531301435	0.293791529582008	0.0616292757834857	0.00605516621822131	0.00870348579602524	0.000277624239704531	ak2	ENSDARG00000005926	ENSDART00000003167,ENSDART00000169006,ENSDART00000136737	ENSDARP00000010686,ENSDARP00000131617,	ak2-201,ak2-203,ak2-202		protein_coding	adenylate_kinase_2_[Source:ZFIN;Acc:ZDB-GENE-030131-512]
